Client User Name,Client Host,Client Host Groups,Server Host,Server Host Groups,Duration,Application,Service Summary,Total Traffic (bps),Total Bytes,Total Packets,Start Active Time,Client Bytes,Client Ratio (%),Server Bytes,First Client Port Seen,Server Port
,10.138.134.95,"VOICE, WTRTRTPLT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",53 days 3 hours 33 minutes,Undefined TCP,Undefined TCP (2000/tcp),29.29353233830846,736,16,"Dec 16, 2017 12:36:03 PM",416,56.5217,320,52054,2000
,10.2.66.51,NJ-HADDON-DTACTR,10.1.9.12,"PA-HERSHEY-DTACTR, Systems Management",325 days 14 hours 24 minutes,Undefined TCP,Undefined TCP (5723/tcp),29.224489795918366,716,7,"Mar 19, 2017 2:44:52 AM",0,0,716,49178,5723
,10.1.65.20,"DHCP Servers, PA-HERSHEY-DTACTR",10.90.192.2,IL-ALTON-CSC,66 days 18 hours 28 minutes,Undefined UDP,dhcps (67/udp),111.68627450980392,712,2,"Dec 2, 2017 9:38:26 PM",712,100,0,67,67
,10.25.33.169,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),26.542056074766354,710,14,"Aug 29, 2017 1:30:35 AM",294,41.4085,416,49160,2000
,10.1.80.40,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.217.1,Catch All,56 days 6 hours 31 minutes,Undefined TCP,http-alt (8080/tcp),23.765690376569037,710,14,"Dec 13, 2017 9:38:54 AM",710,100,0,55171,8080
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.206.17,"OFFICE, SECURITY",325 days 14 hours 37 minutes,HTTP (unclassified),http (80/tcp),24.51948051948052,708,14,"Mar 19, 2017 2:32:50 AM",708,100,0,1121,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.129.55,IL-ALTON-CSC,94 days 14 hours 8 minutes,HTTP (unclassified),http (80/tcp),27.36231884057971,708,14,"Nov 5, 2017 2:00:29 AM",708,100,0,29709,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.206.22,"OFFICE, SECURITY",93 days 2 hours 58 minutes,HTTP (unclassified),http (80/tcp),24.205128205128204,708,14,"Nov 6, 2017 1:11:02 PM",708,100,0,43340,80
,10.25.33.117,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),36.675324675324674,706,14,"Aug 29, 2017 1:29:31 AM",438,62.0397,268,49160,2000
,10.25.33.153,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",123 days 12 hours 30 minutes,Undefined TCP,Undefined TCP (2000/tcp),26.516431924882628,706,14,"Oct 7, 2017 4:39:28 AM",438,62.0397,268,49188,2000
,10.25.33.208,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",123 days 12 hours 30 minutes,Undefined TCP,Undefined TCP (2000/tcp),26.516431924882628,706,14,"Oct 7, 2017 4:39:31 AM",438,62.0397,268,49188,2000
,10.125.44.111,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 5 minutes,Undefined TCP,Undefined TCP (2000/tcp),36.25974025974026,698,14,"Aug 26, 2017 6:02:42 AM",490,70.2006,208,49158,2000
,10.125.123.17,"WTP, WTRTRTPLT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",91 days 9 hours 57 minutes,Undefined TCP,Undefined TCP (2000/tcp),26.846153846153847,698,14,"Nov 8, 2017 6:11:49 AM",490,70.2006,208,50017,2000
,10.125.134.155,"OFFICE, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",86 days 3 hours 15 minutes,Undefined TCP,Undefined TCP (2000/tcp),27.2390243902439,698,14,"Nov 13, 2017 12:53:54 PM",490,70.2006,208,50404,2000
,10.125.122.190,"OFFICE, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",61 days 20 hours 33 minutes,Undefined TCP,Undefined TCP (2000/tcp),25.732718894009217,698,14,"Dec 7, 2017 7:35:43 PM",438,62.7507,260,50165,2000
,10.1.100.148,PA-HERSHEY-DTACTR,10.1.68.121,PA-HERSHEY-DTACTR,427 days 11 hours 50 minutes,Undefined TCP,Undefined TCP (8100/tcp),26.140845070422536,696,13,"Dec 7, 2016 4:18:54 AM",420,60.3448,276,19586,8100
,10.1.100.133,PA-HERSHEY-DTACTR,10.1.68.121,PA-HERSHEY-DTACTR,231 days 18 hours 51 minutes,Undefined TCP,Undefined TCP (8100/tcp),26.514285714285716,696,13,"Jun 20, 2017 10:17:58 PM",420,60.3448,276,52332,8100
,10.1.100.149,PA-HERSHEY-DTACTR,10.1.68.121,PA-HERSHEY-DTACTR,109 days 12 hours 47 minutes,Undefined TCP,Undefined TCP (8100/tcp),24.208695652173912,696,13,"Oct 21, 2017 4:21:55 AM",420,60.3448,276,60226,8100
,10.1.100.144,PA-HERSHEY-DTACTR,10.1.68.121,PA-HERSHEY-DTACTR,108 days 16 hours 7 minutes,Undefined TCP,Undefined TCP (8100/tcp),23.297071129707113,696,13,"Oct 22, 2017 1:02:18 AM",420,60.3448,276,25920,8100
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.238.70.57,"SWRTRTPLT, Security",325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),25.321100917431192,690,14,"Mar 19, 2017 2:33:09 AM",690,100,0,2442,80
,10.2.64.107,NJ-HADDON-DTACTR,10.1.64.107,"PA-HERSHEY-DTACTR, File Servers",94 days 14 hours 38 minutes,Undefined TCP,Undefined TCP (10566/tcp),24.140350877192983,688,10,"Nov 5, 2017 1:31:00 AM",688,100,0,27663,10566
,10.0.0.190,Network Devices,10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",228 days 4 hours 19 minutes,Undefined TCP,Undefined TCP (2000/tcp),69.26582278481013,684,11,"Jun 24, 2017 12:47:21 PM",416,60.8187,268,41770,2000
,10.90.89.13,OFFICE,10.225.8.43,Security,58 days 3 hours 50 minutes,DNS,itunes (5353/udp),23.859649122807017,680,10,"Dec 11, 2017 12:19:02 PM",680,100,0,60684,5353
,10.1.128.10,"RAS VPN IP Pool, PA-HERSHEY-DTACTR",10.1.128.11,"RAS VPN IP Pool, PA-HERSHEY-DTACTR",446 days 7 hours 46 minutes,Undefined TCP,gnutella (6346/tcp),22.779661016949152,672,96,"Nov 18, 2016 8:23:07 AM",0,0,672,50554,6346
,10.1.68.114,PA-HERSHEY-DTACTR,10.6.64.45,PA-HERSHEY-NONPROD,52 days 14 hours 31 minutes,SMB (unclassified),smb (445/tcp),22.359832635983263,668,8,"Dec 17, 2017 1:38:52 AM",292,43.7126,376,38572,445
,10.1.100.134,PA-HERSHEY-DTACTR,10.1.68.214,PA-HERSHEY-DTACTR,52 days 15 hours 24 minutes,Undefined TCP,Undefined TCP (8101/tcp),22.700854700854702,664,12,"Dec 17, 2017 12:45:38 AM",480,72.2892,184,47799,8101
,10.1.80.40,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.128.45,"WESTSHORERGNLWTP, WTRTRTPLT",57 days 29 minutes,Undefined TCP,Undefined TCP (38080/tcp),25.429951690821255,658,13,"Dec 12, 2017 3:40:05 PM",658,100,0,55978,38080
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.225.44.10,"Security, OFFICE",325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),21.9581589958159,656,10,"Mar 19, 2017 2:33:00 AM",656,100,0,1186,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.206.20,"OFFICE, SECURITY",325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),23.963470319634702,656,13,"Mar 19, 2017 2:32:50 AM",656,100,0,1108,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.251.0.129,Security Cellular,325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),23.963470319634702,656,13,"Mar 19, 2017 2:33:10 AM",656,100,0,2665,80
,10.90.95.39,Catch All,10.0.1.83,Network Devices,62 days 7 hours 51 minutes,Undefined TCP,Undefined TCP (2000/tcp),25.23076923076923,656,14,"Dec 7, 2017 8:17:35 AM",312,47.561,344,49893,2000
,10.125.138.11,"VOICE, OFFICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),21.824267782426777,652,13,"Aug 26, 2017 6:02:02 AM",392,60.1227,260,49227,2000
,10.125.155.173,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",163 days 4 hours 3 minutes,Undefined TCP,Undefined TCP (2000/tcp),21.824267782426777,652,13,"Aug 28, 2017 1:06:33 PM",392,60.1227,260,49318,2000
,10.138.126.181,"VOICE, MULT",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),24.83809523809524,652,13,"Aug 29, 2017 1:30:32 AM",392,60.1227,260,49388,2000
,10.125.36.97,OFFICE,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",147 days 23 hours 55 minutes,Undefined TCP,Undefined TCP (2000/tcp),24.72037914691943,652,13,"Sep 12, 2017 5:14:04 PM",392,60.1227,260,49200,2000
,10.138.45.100,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",135 days 16 hours 50 minutes,Undefined TCP,Undefined TCP (2000/tcp),24.60377358490566,652,13,"Sep 25, 2017 12:19:08 AM",392,60.1227,260,49249,2000
,10.138.44.95,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",135 days 16 hours 49 minutes,Undefined TCP,Undefined TCP (2000/tcp),33.0126582278481,652,13,"Sep 25, 2017 12:19:05 AM",392,60.1227,260,49177,2000
,10.138.146.172,"WTRTRTPLT, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",94 days 12 hours 37 minutes,Undefined TCP,Undefined TCP (2000/tcp),24.83809523809524,652,13,"Nov 5, 2017 3:32:20 AM",392,60.1227,260,49357,2000
,10.2.64.170,NJ-HADDON-DTACTR,10.1.74.172,"Security, PA-HERSHEY-DTACTR",76 days 17 hours 36 minutes,Undefined TCP,Undefined TCP (8883/tcp),24.338028169014084,648,13,"Nov 22, 2017 10:32:42 PM",347,53.5494,301,51738,8883
,10.138.57.71,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),33.55844155844156,646,13,"Aug 26, 2017 6:01:51 AM",438,67.8019,208,49158,2000
,10.125.52.4,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),24.492890995260662,646,13,"Aug 29, 2017 1:30:31 AM",438,67.8019,208,49253,2000
,10.125.143.187,"VOICE, LAB",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",123 days 23 hours 12 minutes,Undefined TCP,Undefined TCP (2000/tcp),21.623430962343097,646,13,"Oct 6, 2017 5:57:21 PM",438,67.8019,208,49238,2000
,10.25.33.231,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",123 days 12 hours 30 minutes,Undefined TCP,Undefined TCP (2000/tcp),21.623430962343097,646,13,"Oct 7, 2017 4:39:26 AM",438,67.8019,208,49194,2000
,10.125.3.156,"WTRTRTPLT, PLANT",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",66 days 7 hours 34 minutes,Undefined TCP,Undefined TCP (2000/tcp),23.81566820276498,646,13,"Dec 3, 2017 8:35:12 AM",438,67.8019,208,49360,2000
,10.138.150.184,"OFFICE, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",65 days 6 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),21.89830508474576,646,13,"Dec 4, 2017 10:02:13 AM",438,67.8019,208,49558,2000
,10.38.57.5,"LEXINGTON, OFFICE",10.1.72.16,"PA-HERSHEY-DTACTR, VoIP System",158 days 2 hours 22 minutes,Undefined TCP,Undefined TCP (2000/tcp),23.418181818181818,644,14,"Sep 2, 2017 2:46:59 PM",644,100,0,60918,2000
,10.25.116.156,WTRTRTPLT,10.1.74.172,"Security, PA-HERSHEY-DTACTR",79 days 5 hours 41 minutes,Undefined TCP,Undefined TCP (8883/tcp),27.404255319148938,644,14,"Nov 20, 2017 10:27:11 AM",322,50,322,60726,8883
,10.2.9.56,"Systems Management, NJ-HADDON-DTACTR",10.1.74.172,"Security, PA-HERSHEY-DTACTR",76 days 17 hours 37 minutes,Undefined TCP,Undefined TCP (8883/tcp),21.83050847457627,644,14,"Nov 22, 2017 10:32:32 PM",322,50,322,55798,8883
,10.2.11.60,NJ-HADDON-DTACTR,10.1.74.172,"Security, PA-HERSHEY-DTACTR",70 days 18 hours,Undefined TCP,Undefined TCP (8883/tcp),23.63302752293578,644,14,"Nov 28, 2017 10:09:25 PM",322,50,322,65410,8883
gaufkb,10.2.64.11,"Domain Controllers, DNS Servers, NJ-HADDON-DTACTR",10.1.74.172,"Security, PA-HERSHEY-DTACTR",70 days 17 hours 57 minutes,Undefined TCP,Undefined TCP (8883/tcp),27.698924731182796,644,14,"Nov 28, 2017 10:12:01 PM",322,50,322,55765,8883
,10.2.66.69,NJ-HADDON-DTACTR,10.1.74.172,"Security, PA-HERSHEY-DTACTR",70 days 17 hours 30 minutes,Undefined TCP,Undefined TCP (8883/tcp),22.20689655172414,644,14,"Nov 28, 2017 10:39:01 PM",322,50,322,57951,8883
,10.2.12.15,"Backup Servers, NJ-HADDON-DTACTR",10.1.74.172,"Security, PA-HERSHEY-DTACTR",70 days 17 hours 30 minutes,Undefined TCP,Undefined TCP (8883/tcp),22.111587982832617,644,14,"Nov 28, 2017 10:39:02 PM",322,50,322,51848,8883
,10.38.106.151,"OFC, WTRTRTPLT",10.1.74.172,"Security, PA-HERSHEY-DTACTR",70 days 11 hours 32 minutes,Undefined TCP,Undefined TCP (8883/tcp),23.312217194570135,644,14,"Nov 29, 2017 4:36:54 AM",322,50,322,62577,8883
,10.38.132.166,"SHOP, DIS",10.1.74.172,"Security, PA-HERSHEY-DTACTR",70 days 8 hours 28 minutes,Undefined TCP,Undefined TCP (8883/tcp),22.20689655172414,644,14,"Nov 29, 2017 7:41:50 AM",322,50,322,50343,8883
,10.25.31.49,"OFFICE, DOWNSTAIRS",10.1.74.172,"Security, PA-HERSHEY-DTACTR",69 days 18 hours 30 minutes,Undefined TCP,Undefined TCP (8883/tcp),21.738396624472575,644,14,"Nov 29, 2017 9:39:28 PM",322,50,322,63430,8883
,10.38.25.121,"MULT, ROAD",10.1.74.172,"Security, PA-HERSHEY-DTACTR",69 days 16 hours 10 minutes,Undefined TCP,Undefined TCP (8883/tcp),21.556485355648537,644,14,"Nov 29, 2017 11:59:17 PM",322,50,322,63433,8883
,10.25.44.28,"CENTER, OFFICE",10.1.74.172,"Security, PA-HERSHEY-DTACTR",63 days 9 hours 12 minutes,Undefined TCP,Undefined TCP (8883/tcp),26.556701030927837,644,14,"Dec 6, 2017 6:56:22 AM",322,50,322,49279,8883
,10.1.64.131,PA-HERSHEY-DTACTR,10.2.64.16,NJ-HADDON-DTACTR,54 days 7 hours 24 minutes,LDAP (unclassified),ldap (389/tcp),24.187793427230048,644,14,"Dec 15, 2017 8:45:23 AM",322,50,322,13778,389
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.238.78.201,"WTRTRTPLT, Security",325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),23.412844036697248,638,13,"Mar 19, 2017 2:33:09 AM",638,100,0,2534,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.238.57.214,"Security, OFFICE",325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),25.908629441624367,638,13,"Mar 19, 2017 2:33:09 AM",638,100,0,2341,80
,10.1.74.69,"Security, PA-HERSHEY-DTACTR",10.238.84.50,Security,94 days 13 hours 21 minutes,Undefined TCP,Undefined TCP (61616/tcp),23.12727272727273,636,12,"Nov 5, 2017 2:48:08 AM",360,56.6038,276,48575,61616
,10.1.80.42,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.242.1,Catch All,78 days 1 hour 22 minutes,Undefined TCP,http-alt (8080/tcp),24.351219512195122,624,13,"Nov 21, 2017 2:47:22 PM",624,100,0,58431,8080
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.129.17,IL-ALTON-CSC,325 days 14 hours 37 minutes,HTTP (unclassified),http (80/tcp),20.85355648535565,623,13,"Mar 19, 2017 2:32:59 AM",623,100,0,1131,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.238.31.40,"OFFICE, Security",325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),22.009049773755656,608,12,"Mar 19, 2017 2:33:04 AM",608,100,0,1935,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.225.70.50,"Security, OFFICE",325 days 14 hours 35 minutes,HTTP (unclassified),http (80/tcp),27.1731843575419,608,12,"Mar 19, 2017 2:33:04 AM",608,100,0,1803,80
,10.1.80.42,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.128.45,"WESTSHORERGNLWTP, WTRTRTPLT",107 days 3 hours 47 minutes,Undefined TCP,Undefined TCP (38080/tcp),24.07920792079208,608,12,"Oct 23, 2017 1:22:15 PM",608,100,0,58768,38080
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.125.48.135,"WTRTRTPLT, VOICE",94 days 14 hours 8 minutes,HTTP (unclassified),http (80/tcp),27.1731843575419,608,12,"Nov 5, 2017 2:00:16 AM",608,100,0,29537,80
,10.1.80.42,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.217.1,Catch All,89 days 10 hours 33 minutes,Undefined TCP,http-alt (8080/tcp),24.44221105527638,608,12,"Nov 10, 2017 5:36:04 AM",608,100,0,58181,8080
,10.1.80.42,"PA-HERSHEY-DTACTR, PIN-DMZ",10.25.213.7,Catch All,78 days 6 hours 18 minutes,Undefined TCP,Undefined TCP (38080/tcp),23.960591133004925,608,12,"Nov 21, 2017 9:50:24 AM",608,100,0,52672,38080
,10.1.100.132,PA-HERSHEY-DTACTR,10.1.68.121,PA-HERSHEY-DTACTR,427 days 11 hours 51 minutes,Undefined TCP,Undefined TCP (8100/tcp),20.561702127659576,604,11,"Dec 7, 2016 4:18:08 AM",420,69.5364,184,58888,8100
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.238.44.57,Security,325 days 14 hours 36 minutes,HTTP (unclassified),http (80/tcp),22.165137614678898,604,12,"Mar 19, 2017 2:33:08 AM",604,100,0,2408,80
,10.1.74.10,"Security, PA-HERSHEY-DTACTR",10.90.206.19,"OFFICE, SECURITY",91 days 4 hours 59 minutes,HTTP (unclassified),http (80/tcp),21.765765765765767,604,12,"Nov 8, 2017 11:10:23 AM",604,100,0,51159,80
,10.6.68.10,PA-HERSHEY-NONPROD,10.103.2.221,PA-HERSHEY-DTACTR,269 days 19 hours 45 minutes,Undefined TCP,jetdirect (9100/tcp),20.338983050847457,600,10,"May 13, 2017 9:24:03 PM",600,100,0,63335,9100
,10.90.85.224,"OFFICE, VOIP",10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 8 minutes,Undefined TCP,Undefined TCP (2000/tcp),20.689655172413794,600,12,"Aug 26, 2017 6:01:51 AM",392,65.3333,208,49638,2000
,10.90.85.186,"OFFICE, VOIP",10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 8 minutes,Undefined TCP,Undefined TCP (2000/tcp),20.689655172413794,600,12,"Aug 26, 2017 6:01:51 AM",392,65.3333,208,49239,2000
,10.138.177.176,"WTRTRTPLT, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.535211267605632,600,12,"Aug 26, 2017 6:01:50 AM",392,65.3333,208,49312,2000
,10.138.57.172,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.535211267605632,600,12,"Aug 26, 2017 6:01:51 AM",392,65.3333,208,52313,2000
,10.90.11.208,OFFICE,10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.641509433962263,600,12,"Aug 26, 2017 6:01:51 AM",392,65.3333,208,49239,2000
,10.138.126.177,"VOICE, MULT",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Aug 26, 2017 6:01:51 AM",392,65.3333,208,49200,2000
,10.125.52.129,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.641509433962263,600,12,"Aug 26, 2017 6:01:53 AM",392,65.3333,208,49254,2000
,10.138.57.174,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.857142857142858,600,12,"Aug 26, 2017 6:02:03 AM",392,65.3333,208,49570,2000
,10.125.131.178,"VOIP, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Aug 26, 2017 6:02:09 AM",392,65.3333,208,50682,2000
,10.125.44.105,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.966507177033492,600,12,"Aug 26, 2017 6:02:23 AM",392,65.3333,208,49224,2000
,10.138.78.55,"OFFICE, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 7 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Aug 26, 2017 6:02:26 AM",392,65.3333,208,49277,2000
,10.90.85.134,"OFFICE, VOIP",10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),20.689655172413794,600,12,"Aug 26, 2017 6:02:54 AM",392,65.3333,208,49254,2000
,10.138.78.50,"OFFICE, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.429906542056074,600,12,"Aug 26, 2017 6:02:40 AM",392,65.3333,208,49280,2000
,10.138.78.58,"OFFICE, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),30.967741935483872,600,12,"Aug 26, 2017 6:01:53 AM",392,65.3333,208,49277,2000
,10.125.44.126,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),30.967741935483872,600,12,"Aug 26, 2017 6:01:53 AM",392,65.3333,208,49224,2000
,10.125.130.3,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),30.379746835443036,600,12,"Aug 26, 2017 6:02:08 AM",392,65.3333,208,49965,2000
,10.138.57.62,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),31.16883116883117,600,12,"Aug 26, 2017 6:02:08 AM",392,65.3333,208,49195,2000
,10.138.57.188,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",165 days 11 hours 5 minutes,Undefined TCP,Undefined TCP (2000/tcp),31.16883116883117,600,12,"Aug 26, 2017 6:02:48 AM",392,65.3333,208,49158,2000
,10.125.44.178,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.966507177033492,600,12,"Aug 29, 2017 1:29:30 AM",392,65.3333,208,49160,2000
,10.138.157.172,"VOICE, WTRTRTPLT",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.535211267605632,600,12,"Aug 29, 2017 1:29:46 AM",392,65.3333,208,49288,2000
,10.138.57.182,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 39 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Aug 29, 2017 1:30:28 AM",392,65.3333,208,49259,2000
,10.125.44.95,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Aug 29, 2017 1:30:56 AM",392,65.3333,208,49160,2000
,10.125.44.158,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 38 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.857142857142858,600,12,"Aug 29, 2017 1:30:58 AM",392,65.3333,208,49160,2000
,10.125.130.2,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 20 minutes,Undefined TCP,Undefined TCP (2000/tcp),30.379746835443036,600,12,"Aug 29, 2017 1:47:46 AM",392,65.3333,208,49963,2000
,10.138.57.117,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",162 days 15 hours 17 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.641509433962263,600,12,"Aug 29, 2017 1:52:32 AM",392,65.3333,208,49162,2000
,10.125.201.130,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",153 days 7 hours 23 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.119815668202765,600,12,"Sep 7, 2017 9:45:56 AM",392,65.3333,208,53093,2000
,10.138.57.204,"VOICE, OFFICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",153 days 2 hours 36 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Sep 7, 2017 2:32:46 PM",392,65.3333,208,49152,2000
,10.138.150.183,"OFFICE, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",152 days 5 hours 6 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.857142857142858,600,12,"Sep 8, 2017 12:02:59 PM",392,65.3333,208,51417,2000
,10.125.122.94,"OFFICE, VOICE",10.1.72.17,"PA-HERSHEY-DTACTR, VoIP System",147 days 5 hours 1 minute,Undefined TCP,Undefined TCP (2000/tcp),28.91566265060241,600,12,"Sep 13, 2017 12:07:39 PM",392,65.3333,208,49874,2000
,10.138.66.11,Catch All,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",146 days 7 hours 25 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.535211267605632,600,12,"Sep 14, 2017 9:43:43 AM",392,65.3333,208,51227,2000
,10.138.60.177,"WTRTRTPLT, VOICE",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",144 days 18 hours 25 minutes,Undefined TCP,Undefined TCP (2000/tcp),22.748815165876778,600,12,"Sep 15, 2017 10:44:16 PM",392,65.3333,208,52689,2000
